13.36.37.753549,12732,12685,21026,10886,19483,13252,11757,23895,9928,11499,3938,15323
13.36.37.790634,15116,9640,4951,12488,19596,13653,24023,2281,12225,13034,13414,267
13.36.37.829103,10578,12264,13982,12262,19462,11762,158,7114,12964,13441,24174,21749
13.36.37.867085,10989,13137,13789,13323,19485,7641,11338,11908,16855,12117,239,24182
13.36.37.904055,12427,13192,18349,10355,19503,13393,11151,23866,7041,12073,13589,24171
13.36.37.942509,18495,10077,3723,12682,19607,16912,23007,225,14022,12961,12091,268
13.36.37.978722,11967,11287,12672,12452,19593,16325,1292,195,14021,12808,24157,9959
13.36.38.015915,7652,13396,13493,13375,19479,6256,9607,12542,17535,12085,233,24178
13.36.38.054575,12605,13351,17344,10387,19530,13391,11385,23921,9353,11499,7671,22931
13.36.38.090770,15222,11419,9426,11822,19577,12699,23906,23870,4389,12928,14281,7610
13.36.38.127266,15826,9925,9666,12500,19582,17580,12810,225,14659,12666,24148,269
13.36.38.163705,6474,13701,14010,12300,19469,11900,158,11517,12497,13202,23534,9187
13.36.38.200302,10590,13338,14086,12698,19492,8582,11981,10037,18618,11506,231,24181
13.36.38.239505,12175,12170,11402,11266,19560,12783,23106,23805,4181,12668,14763,5021
13.36.38.277700,13988,10185,11021,12535,19598,18401,15787,237,14754,12607,24157,257
13.36.38.314402,5373,13553,14035,12527,19455,9620,150,13215,12612,12888,7023,24161
13.36.38.351747,12261,12656,19815,11652,19513,11050,12659,12538,16899,11406,224,24170
13.36.38.388547,12095,13411,14756,10500,19516,13182,19044,23832,4015,12642,15259,24181
13.36.38.426579,17619,9810,5985,12619,19572,17478,24036,222,14426,12768,22857,261
13.36.38.463680,6825,13427,14020,12531,19451,10416,151,12466,12563,13139,9105,24185
13.36.38.501658,12247,12746,18059,12303,19498,10179,12369,10663,17089,11391,234,24176
13.36.38.537763,12342,13366,18233,10377,19497,13456,11692,23883,7931,11780,11297,24170
13.36.38.574259,15384,11559,6299,12269,19573,12924,24010,4383,8660,12993,13051,714
13.36.38.610853,15476,9685,7817,12604,19562,18020,17035,229,14813,12763,24152,256
13.36.38.648078,5247,13667,14054,12335,19454,11400,153,12340,12563,13204,13236,24197
13.36.38.685419,12368,12634,21763,11472,19500,12950,12191,23910,12111,11144,4513,24171
13.36.38.724615,16661,10638,4964,12326,19557,12658,24017,23269,4562,12994,13459,4886
13.36.38.760686,15652,9801,8173,12589,19574,17831,21831,222,14835,12856,23966,260
13.36.38.797430,6017,13630,13977,12727,19444,7607,1758,13655,12634,13137,10124,24179
13.36.38.835450,12263,12778,21422,11203,19487,13150,11867,24048,13204,11156,2115,24176
13.36.38.873797,13682,12137,8756,11545,19567,12717,24020,17825,7609,13090,14118,3225
13.36.38.911131,14838,9825,12150,12379,19586,16844,169,459,14003,12819,24173,240
13.36.38.949549,7268,13531,13434,13513,19437,6558,2595,14007,13024,13035,8381,24186
13.36.38.985275,11889,13014,19068,11924,19493,10208,11680,9527,17680,11356,231,24177
13.36.39.022605,12016,13355,14312,10708,19517,13240,20624,23679,3719,12700,15203,23614
13.36.39.060186,18438,9545,4992,12594,19566,17621,24031,233,13775,13050,12061,268
13.36.39.094951,14670,9788,11179,12458,19549,16292,4157,244,14600,12473,24161,260
13.36.39.131079,4160,13779,13876,12149,19430,10790,158,6753,12640,13128,19911,23029
13.36.39.168389,11952,12815,21294,11637,19447,12992,11766,23930,10939,11441,6839,24173
13.36.39.207905,17143,10585,5152,12171,19518,12557,23977,23663,7700,12641,12014,278
13.36.39.245477,12881,11294,13127,12394,19515,15071,165,201,13279,13389,24174,250
13.36.39.283026,6940,13552,13444,13373,19401,6210,5747,1126,18008,12322,240,24188
13.36.39.320850,12654,12982,18361,10359,19438,13627,11055,23825,8173,11105,9651,24174
13.36.39.358776,20429,9963,2074,12723,19552,16501,23921,23712,11972,13078,9089,276
13.36.39.395969,10982,12252,13602,12315,19467,14568,162,212,13585,13574,24172,250
13.36.39.433358,7690,13538,13476,13278,19399,5793,4860,6039,15993,12558,240,24195
13.36.39.470622,12831,12828,23117,10715,19429,13271,12506,22128,12587,10707,235,24185
13.36.39.506096,11896,13078,15396,10444,19455,13363,18747,23730,3902,12046,12490,23854
13.36.39.543887,18616,9718,6980,12600,19543,18275,13510,261,15069,12686,24160,271
13.36.39.581694,2635,13889,13823,12985,19390,7289,157,194,13275,13121,1732,24197
13.36.39.619082,12497,12774,21140,12033,19428,8353,7490,11020,17912,12445,229,24191
13.36.39.654388,12742,13008,19730,10344,19419,13517,9945,23807,8766,10741,217,24176
13.36.39.690974,15565,11177,4953,12350,19519,12797,23939,23617,6054,13041,8296,2071
13.36.39.728079,16154,10421,11938,12475,19538,17913,18545,258,14929,12870,23944,278
13.36.39.764118,4445,13556,14036,12348,19418,12521,179,1809,12605,13641,8975,24197
13.36.39.802790,12623,12642,23266,11294,19432,13103,11886,22236,12337,10500,213,24181
13.36.39.840315,12893,11673,7532,11935,19504,12626,23882,23582,7927,12967,6939,271
13.36.39.878336,15282,10224,9146,12516,19533,17970,18883,258,14909,12669,24180,273
13.36.39.915565,3159,13767,13645,13386,19381,7446,157,191,13513,13309,408,24189
13.36.39.954063,12720,12669,23417,10850,19417,13342,11111,23865,11791,10366,218,24180
13.36.39.990939,14861,10814,5101,12048,19495,12699,23947,23424,5256,12825,10485,272
13.36.40.028073,16220,9761,8880,12554,19500,18049,18648,244,14672,12823,24159,274
13.36.40.064962,3131,13927,13851,12915,19369,9460,172,202,12353,13836,10847,24195
13.36.40.102179,12211,12739,20338,11720,19419,12496,11892,22581,11589,10386,225,24179
13.36.40.140792,14173,10901,7937,11871,19502,12772,23937,23431,4081,12668,12804,22802
13.36.40.176777,20004,9712,2632,12638,19521,17794,23842,259,14744,13056,16532,280
13.36.40.213663,7246,13558,14050,12350,19377,7003,168,8690,13834,13798,4460,24199
13.36.40.253231,12682,12574,23829,10855,19415,13185,12065,23919,12709,10073,228,24182
13.36.40.290404,12822,11430,8906,11997,19503,12641,23940,23546,9231,13081,10736,401
13.36.40.327810,17169,10035,8593,12549,19536,17987,22793,255,14793,12750,24171,268
13.36.40.364837,3493,13825,14051,12623,19385,9822,174,1947,12637,13943,9827,24205
13.36.40.402987,12612,12644,23622,11088,19413,13250,12971,23916,11796,10478,239,24187
13.36.40.439412,12043,12818,12963,11080,19465,12982,23063,23592,4519,12272,13059,21829
13.36.40.477300,18670,9701,3940,12657,19524,17958,20680,264,14929,12603,24147,279
13.36.40.514346,4869,13611,13746,13303,19367,6774,154,195,13271,13512,7824,24197
13.36.40.553201,12643,12535,23879,11015,19421,12793,12715,12980,13186,10402,230,24188
13.36.40.589933,12024,12683,15197,10617,19470,12958,23641,23416,4292,12617,13107,10521
13.36.40.627480,18121,9683,3428,12669,19523,17805,23860,242,14474,12934,14777,283
13.36.40.663755,7124,12996,13475,12295,19467,15512,169,230,14029,12836,24169,262
13.36.40.699389,4367,13808,13789,12987,19368,7148,413,2629,13466,13068,2267,24206
13.36.40.737013,12790,12635,23684,11373,19419,12974,11189,8614,15086,10826,238,24181
13.36.40.772914,11860,12906,13893,10624,19454,13172,22654,23582,4346,12418,13080,12192
13.36.40.811104,17357,9901,9475,12515,19532,17870,17201,256,14573,12690,24165,267
